complex_name,graph_file,sha256,nodes,local_edges,line_nodes,line_edges,coulomb_nodes,coulomb_edges
A71EV2A-x4237a,processed/A71EV2A-x4237a.bin,2471b8a4fe1d9232037fc301851fc72de81aca43c0d015c3dcf6147da615a5ef,26,312,312,3744,26,650
A71EV2A-x4237b,processed/A71EV2A-x4237b.bin,36af08acec47770f82ac0753bc841c258b838adf9e8b9efe3a561c1e5c403ba1,26,312,312,3744,26,650
A71EV2A-x4237c,processed/A71EV2A-x4237c.bin,4b600c69a2f9714813a435454a7e480045ca12c4c6c9a1dafd2f152fedddb54d,26,312,312,3744,26,650
A71EV2A-x4237d,processed/A71EV2A-x4237d.bin,0cd8034477b91a4d1e154f2eea076698d11a608cfd2492a94f0b57d1f83b3a05,26,312,312,3744,26,650
A71EV2A-x4239a,processed/A71EV2A-x4239a.bin,eb4a81bd3a045f8302ea025047585bdcb93358751b2fa4d2ccbbc89618a3888c,23,276,276,3312,23,506
A71EV2A-x4260a,processed/A71EV2A-x4260a.bin,1b3b32d9cad0436bc3dd50f3573fe1f7fd09828703ad151507df71b22378153e,22,264,264,3168,22,462
A71EV2A-x4274a,processed/A71EV2A-x4274a.bin,6820476757854c0a798b7d03c7d39e220bced2201a0f07b23b95d0b8d828323a,18,216,216,2592,18,306
A71EV2A-x4274b,processed/A71EV2A-x4274b.bin,0c0064c58c26a75fe056963f6c6bfba5aab63d111ed0d2168c28bb124d3f2871,18,216,216,2592,18,306
A71EV2A-x4283a,processed/A71EV2A-x4283a.bin,bb04d7bf0c72e47bc113f5c69f10bf2e30c2146c3b2e11a5f13498990ce687f2,20,240,240,2880,20,380
A71EV2A-x4283b,processed/A71EV2A-x4283b.bin,8a98b22c7b1c587f94fbcefaeaf110e2a86aceafc913df83af62a50c92c659ee,20,240,240,2880,20,380
A71EV2A-x4386a,processed/A71EV2A-x4386a.bin,ac9897cceb0f384901be110df7d59d35465bc90a1325a2e6806aa1a51c98f5ab,20,240,240,2880,20,380
A71EV2A-x4388a,processed/A71EV2A-x4388a.bin,21cef4c9ec99e09c50b00420dc4692c3b2505259d315a54152c1c1fc6afff322,21,252,252,3024,21,420
A71EV2A-x4402a,processed/A71EV2A-x4402a.bin,7337836164e23aa220b6ac1d1f04472c3fcff49d61720dc8f42f78e8aa5b75d1,19,228,228,2736,19,342
A71EV2A-x4403a,processed/A71EV2A-x4403a.bin,80eecafea1f92cc5102f28dacc7f0e9f4df22a6a10e633635c5e46ce482027cb,23,275,275,3294,23,506
A71EV2A-x4406a,processed/A71EV2A-x4406a.bin,5554306b646161aaa7a1e5b62288496a46eac73d10a0d2e3c2c376f3f1c15a67,21,252,252,3024,21,420
A71EV2A-x4409a,processed/A71EV2A-x4409a.bin,d102ab9cd4256400d25e23e8808ca7cc08587be318cbe315029d4ac73d832499,21,252,252,3024,21,420
A71EV2A-x4416a,processed/A71EV2A-x4416a.bin,0b7bc0dbd0d253390878bdd579db30d42f63a5d6cd940fc1fb513fcb12381b06,25,300,300,3600,25,600
A71EV2A-x4418a,processed/A71EV2A-x4418a.bin,73675d4bf187a66e17c708254a952b821cc0155d27111018583292915e1ea8d8,19,228,228,2736,19,342
A71EV2A-x4426a,processed/A71EV2A-x4426a.bin,38deca4efea6a1054b5e696ba87d9d12cc16d257f75456bc2c2b79961e61cfc4,21,252,252,3024,21,420
A71EV2A-x4429a,processed/A71EV2A-x4429a.bin,f9af87b9ef0ad240b01cb003865fcaa4b89f8e97ee239682510a4b6b3948ea49,24,288,288,3456,24,552
A71EV2A-x4431a,processed/A71EV2A-x4431a.bin,daacb0db88ba0580bf44c1a5692ba6bd833baeea1f47d53f5a184cc81bd934f6,21,252,252,3024,21,420
A71EV2A-x4445a,processed/A71EV2A-x4445a.bin,894ee9ea3058065969f1bd8d623e77aed413070ce03e5a0ef80572193c2cab24,21,252,252,3024,21,420
A71EV2A-x4445b,processed/A71EV2A-x4445b.bin,6bb4f1782b1c6a782e1ca17da6fd8051770ba19d9f89b91bc38f92984e4fb179,21,252,252,3024,21,420
A71EV2A-x4447a,processed/A71EV2A-x4447a.bin,5266d0a27717d066756cbcfe2bcf5789fc3ac5c10adb250acf14d06955834359,22,264,264,3168,22,462
A71EV2A-x4447b,processed/A71EV2A-x4447b.bin,e7068b7667d2ff6bfe59e93eea0bc685b83b89bc2173d56d6b15785915b187e4,22,264,264,3168,22,462
A71EV2A-x4449a,processed/A71EV2A-x4449a.bin,09466b65d3ffde340dd7a5b78444d61c191c0b862734bd5534d7ed5408ed6560,24,288,288,3456,24,552
A71EV2A-x4449b,processed/A71EV2A-x4449b.bin,e63b9c59cac101cda8f183fa932d962678f6c2b2c0a9318b8d399459cf19a9e0,24,288,288,3456,24,552
A71EV2A-x4451a,processed/A71EV2A-x4451a.bin,149cbd2d44126e320dc414875cee973c9d3043eab908bed9302861602b11f253,23,276,276,3312,23,506
A71EV2A-x4451b,processed/A71EV2A-x4451b.bin,65049a7f26bcf7facd08933f7ec301c22e05c2ce0973fc7ee216dfcec798f014,23,276,276,3312,23,506
A71EV2A-x4456a,processed/A71EV2A-x4456a.bin,8678ca9d315c1124785fe8c92d4e8b0b2e56760d8ed603ce346357d0dcfb587f,21,252,252,3024,21,420
A71EV2A-x4456b,processed/A71EV2A-x4456b.bin,331b98cf78ca72dfd66eee3e9473995461bdfba8071458bba8020891a0cdc166,21,252,252,3024,21,420
A71EV2A-x4461a,processed/A71EV2A-x4461a.bin,15dc0f361cbeb6d29132f3cd80612ee95af912b7528ade72e60a74209ee8507e,19,227,227,2716,19,342
A71EV2A-x4463a,processed/A71EV2A-x4463a.bin,9797130e7402e304f06345b01f22911a7b86c37813cfc5378d5f98dd83ca554a,21,252,252,3024,21,420
A71EV2A-x4464a,processed/A71EV2A-x4464a.bin,98f004c0bc97eff9246e14dd2bfba44ee69d3e2550d7f299a9c2df2667404042,20,240,240,2880,20,380
A71EV2A-x4472a,processed/A71EV2A-x4472a.bin,123d433732756c33dae204d89cbe750057a8f65372739d33531483c031b627fa,19,228,228,2736,19,342
A71EV2A-x4476a,processed/A71EV2A-x4476a.bin,f51d2ca836ffc185ff31656611e89ca78856786b7a58847b95d4f279b731ac93,21,252,252,3024,21,420
A71EV2A-x4510a,processed/A71EV2A-x4510a.bin,5a0323a81accb568470cd11336315cc305de357d3ac5ec800cca49dcec8d5af7,23,276,276,3312,23,506
A71EV2A-x4514a,processed/A71EV2A-x4514a.bin,37db65a52fc1dbf1d71c7294bea436bcf612adaa37c0bc04dc8136f4c40fe9db,20,240,240,2880,20,380
A71EV2A-x4519a,processed/A71EV2A-x4519a.bin,15f5ab0c1f52e9efa656244bb5654626f8700c0e9fc453963cc9fadae3b5c10c,22,264,264,3168,22,462
A71EV2A-x4519b,processed/A71EV2A-x4519b.bin,4a53405575213e4c1af00c013cb995a8c7b27cd7a6538ffe23f6d001506777cf,22,264,264,3168,22,462
A71EV2A-x4524a,processed/A71EV2A-x4524a.bin,481d6deaf9a40b8571d48c647e21fcd5641fd71442ecf8f34b73da45c79bd7a1,21,250,250,2988,21,420
A71EV2A-x4540a,processed/A71EV2A-x4540a.bin,0cb63ff54a1286f9691edd282b533ca2b81d30ede82742ec5b0fbd527c005e7a,21,252,252,3024,21,420
A71EV2A-x4547a,processed/A71EV2A-x4547a.bin,554f90e64ee14aa91b99eeeb0d6c55d43f013d0d0e1ee641870304a767b9bd95,21,252,252,3024,21,420
A71EV2A-x4554a,processed/A71EV2A-x4554a.bin,9b3a147fb38a1bd5d7cfeed16bfe56b45b06ebac279353c7173213668a858ab5,22,264,264,3168,22,462
A71EV2A-x4571a,processed/A71EV2A-x4571a.bin,c6674766b8e2684025e04e14212e5b22292e60bd5818377eadf98c9580e8930e,23,276,276,3312,23,506
A71EV2A-x4575a,processed/A71EV2A-x4575a.bin,265468018384aba350be9089953915605b1d6db9ec1428a099ff85ef979981af,20,240,240,2880,20,380
A71EV2A-x4580a,processed/A71EV2A-x4580a.bin,eb5cb18ebc0f0eebf28e708056442be18a730f512f9e0565f00def26c500d838,22,264,264,3168,22,462
A71EV2A-x4580b,processed/A71EV2A-x4580b.bin,72aea5437bebc1eb205af1a1d9825852d54cc87da97da366506422c837168326,22,264,264,3168,22,462
A71EV2A-x4583a,processed/A71EV2A-x4583a.bin,35d31ff643a1954a6cc1eac0a8bf1969ee97b1a85e839637e90362396eda840c,21,252,252,3024,21,420
A71EV2A-x4583b,processed/A71EV2A-x4583b.bin,f9f28508bd2812d71dd7ea29aeb077ee22f877672a83b986de0db58a19f2fcee,21,252,252,3024,21,420
A71EV2A-x4596a,processed/A71EV2A-x4596a.bin,30b9fb5909556960d84e6c3f740ab2b4cf69d62c1796b222df27a55d04493415,20,240,240,2880,20,380
A71EV2A-x4596b,processed/A71EV2A-x4596b.bin,cd6097cd38b30dee903f0bc1558cdd79795c3fc6c04c62aab6aaf919b840641a,20,240,240,2880,20,380
A71EV2A-x4606a,processed/A71EV2A-x4606a.bin,f63cf487f49e32eb3920b270c79ad86c7536dc9d55be82a718f24e1749c5bb90,20,240,240,2880,20,380
A71EV2A-x4606b,processed/A71EV2A-x4606b.bin,261d8efba83353770c7d889e406bc6124fa98fab6ac517468c57d3fc0f5eefa4,20,240,240,2880,20,380
A71EV2A-x4608a,processed/A71EV2A-x4608a.bin,78a4f55141d911cc21ae4cf9a760b04291f41a0445aee574d28ac8fc49b65b5d,21,252,252,3024,21,420
A71EV2A-x4654a,processed/A71EV2A-x4654a.bin,dd5e2de8880923142f20cff3d9a98ce508d35cb1e9de24def1906157f7d31cfb,24,288,288,3456,24,552
A71EV2A-x4656a,processed/A71EV2A-x4656a.bin,d2e30b0a8ea98aff84e9c00a12aacf0fcc892c1e8d5ae3175e93ca2b530b0ffd,22,264,264,3168,22,462
A71EV2A-x4661a,processed/A71EV2A-x4661a.bin,6c59c86147b93d489f81dd9a1bd683e4585005523fa8a3d136e2579fba883a9f,20,240,240,2880,20,380
A71EV2A-x4669a,processed/A71EV2A-x4669a.bin,75c3decdfc876eacfc62e701b32105ae2305ee8011411f7abbdea3ce528ef9cf,23,276,276,3312,23,506
A71EV2A-x4669b,processed/A71EV2A-x4669b.bin,9e8a86e646cc55bd0509b0a99ba4b35ac93b05c740b22aa870f40f216fd8b52d,23,276,276,3312,23,506
A71EV2A-x4670a,processed/A71EV2A-x4670a.bin,31c99539933247c29e76101d15c9b89a27355495d5d1b6cc45ec9e2516769716,21,252,252,3024,21,420
A71EV2A-x4674a,processed/A71EV2A-x4674a.bin,7d64edcbd315874b3285c39091df0d2affef978f9bfa341701e82f1aa5f2d81d,22,264,264,3168,22,462
A71EV2A-x4674b,processed/A71EV2A-x4674b.bin,f866cec75fcaff97223487f236d92b481473cba05151e8c894e75777c6a5667a,22,264,264,3168,22,462
A71EV2A-x4674c,processed/A71EV2A-x4674c.bin,33de2fd0f1ef4258f7b999b7aa14b3d805a1a68d1d6fd3167b87a4486b8f9b52,22,264,264,3168,22,462
A71EV2A-x4675a,processed/A71EV2A-x4675a.bin,2830c390501b37e3e1b271e5741bd4ba7957044ea99132ecb5b2d02da5968426,22,264,264,3168,22,462
A71EV2A-x4684a,processed/A71EV2A-x4684a.bin,02e22d9a1ceb6aead9c0483b47841eb288e929bb78db310e7c93cc310077b2ae,20,240,240,2880,20,380
A71EV2A-x4689a,processed/A71EV2A-x4689a.bin,8465a6e3885dae45bad05cabffb0e83faea9ecded5f6347194f6aff1ae495909,20,240,240,2880,20,380
A71EV2A-x4694a,processed/A71EV2A-x4694a.bin,9bb95a26d8861cd936e10dcbbed8961feca73df2fe94c074eed3af30a5db5501,19,228,228,2736,19,342
A71EV2A-x4701a,processed/A71EV2A-x4701a.bin,55d0ac1e513555e4c7936a23c67b74b1f1070063ac74255c901933fa401602d7,18,215,215,2575,18,306
A71EV2A-x4703a,processed/A71EV2A-x4703a.bin,4426182432df037a2e129af25e0069c7c0d843cbf59501ee96b656d2ac30299c,20,240,240,2880,20,380
A71EV2A-x4706a,processed/A71EV2A-x4706a.bin,824011f152445f067213ba38c005d47fd2b36205a6abbd7bc6c8b1033ccd22e4,17,203,203,2431,17,272
A71EV2A-x4707a,processed/A71EV2A-x4707a.bin,fdd2452e3621e6570c5d28e146552b44f693929644d1b5bff8e9077a61cb3a20,16,192,192,2304,16,240
A71EV2A-x4708a,processed/A71EV2A-x4708a.bin,a6be415ff669bbbacff8b59977f5285718639a78f6a004bb5490add3ab01ed4c,18,216,216,2592,18,306
A71EV2A-x4710a,processed/A71EV2A-x4710a.bin,4a148bef456f117af8586e869758435f607c35992fd5fe6872c746351c42a4fc,19,228,228,2736,19,342
A71EV2A-x4712a,processed/A71EV2A-x4712a.bin,55120de92c066a023599c17f40683e7facd87f5b7adb3d83f33e352032c4db2c,21,252,252,3024,21,420
A71EV2A-x4721a,processed/A71EV2A-x4721a.bin,8b34b73503db395c1fae3f5972684ffa044a7198c5365b2977f04b2852a67057,18,216,216,2592,18,306
A71EV2A-x4724a,processed/A71EV2A-x4724a.bin,61e65e5d37f2cb1f6d5df10478e04fb1197b5b0cff77b13462b5c743630b9e2c,22,264,264,3168,22,462
A71EV2A-x4727a,processed/A71EV2A-x4727a.bin,ae912b6eaa33603bd5967da849faa0bcd8e2f8cdfca25f26c37f3e5f5320559b,21,252,252,3024,21,420
A71EV2A-x4735a,processed/A71EV2A-x4735a.bin,2b65ff51ed214df6d14414d27fdc7715b6f19a341ebe519ad03311a8878316ec,21,252,252,3024,21,420
A71EV2A-x4736a,processed/A71EV2A-x4736a.bin,185e43cf1211268698ae2ffae68d15c8a4fa47e4c5f9aed3b9d8adb671b96bde,17,204,204,2448,17,272
A71EV2A-x4739a,processed/A71EV2A-x4739a.bin,60ee748f8bb9e976904bfdd904b359ed338049efb8ddaaa66be3ed5f0ccb47e5,21,252,252,3024,21,420
A71EV2A-x4745a,processed/A71EV2A-x4745a.bin,ff8c49e0f68c0b36da6fb5f421ec68a4368024a56f3cdbfd00762faca3137f24,21,252,252,3024,21,420
A71EV2A-x4746a,processed/A71EV2A-x4746a.bin,d4fbf006b8b13c9cdc5866874b4f904e304c62307b15574f53516b50b8ea1535,20,240,240,2880,20,380
A71EV2A-x4751a,processed/A71EV2A-x4751a.bin,600724ba84730841b7065c777dddf96c3dad3e67769e674bb0586a2a88fd68f5,19,228,228,2736,19,342
A71EV2A-x4753a,processed/A71EV2A-x4753a.bin,9f5a0e48edd7b966f4497addbac238ef2d65cecc92fa650fd3008c88cc5a36d1,21,252,252,3024,21,420
A71EV2A-x4774a,processed/A71EV2A-x4774a.bin,20092a5045c372df858212208d5443ad806d283df8d0d856b39b18375abd2ebd,20,240,240,2880,20,380
A71EV2A-x4778a,processed/A71EV2A-x4778a.bin,01d87eba74358108f424ec0ba422cc3c57e2f2ef699969c9769a31655871d373,24,288,288,3456,24,552
A71EV2A-x4791a,processed/A71EV2A-x4791a.bin,21fd9c5983e7f1bb446fbe18d3fdc0ebf188f13e44385846fe68c2d7c926849d,21,252,252,3024,21,420
A71EV2A-x4794a,processed/A71EV2A-x4794a.bin,2a0f07794fe51c4b9be6cd48c90b6d799ebb85535fd616fef268f9b3e4d18e6c,18,216,216,2592,18,306
A71EV2A-x4809a,processed/A71EV2A-x4809a.bin,a4554a31053ddd0be1b44ee9fc6c12aeb82da9858313686be86e7ff75d754df5,20,238,238,2846,20,380
A71EV2A-x4812a,processed/A71EV2A-x4812a.bin,4a8d29b91641fc95d3c505387034854c449fae1f6b034de38f8a04835c7498ad,20,240,240,2880,20,380
A71EV2A-x4824a,processed/A71EV2A-x4824a.bin,fc949ded7d87170d6e2074bb13924f232ef74002c11f3db069dac4d66a478761,20,240,240,2880,20,380
A71EV2A-x4824b,processed/A71EV2A-x4824b.bin,05d3bc16ece6bd038c03f69a765e39f0d13b697961436eccb7a1cb69eeb37ecf,20,240,240,2880,20,380
A71EV2A-x4826a,processed/A71EV2A-x4826a.bin,d5e851a88026c2db6488960c60c06461b6c0adf4eb433010b32ad3d728f40fd5,20,240,240,2880,20,380
A71EV2A-x4826b,processed/A71EV2A-x4826b.bin,9ac7a93a7d404077fbe15d68bf14fcd4402ffe42cdae8a8aa95da0dd6097718e,20,240,240,2880,20,380
A71EV2A-x4827a,processed/A71EV2A-x4827a.bin,a23e676ad873b7ace88f66952c9eeb9a411c83eb94dfcdc3bd7baab5380c3495,20,240,240,2880,20,380
A71EV2A-x4827b,processed/A71EV2A-x4827b.bin,b045c9c596a702e56aece63970ac845f984b9b174a79e169e26b736347c7d62a,20,240,240,2880,20,380
A71EV2A-x4829a,processed/A71EV2A-x4829a.bin,ac71047984dfcf31b9e103d03193537a1db3cff98bb51f9558b0cb3e94bc1af8,21,252,252,3024,21,420
A71EV2A-x4829b,processed/A71EV2A-x4829b.bin,020e09943064def9b744a61d75ace53e54d8c7723846f69a71ef2c7a7cb26eb7,21,252,252,3024,21,420
A71EV2A-x4840a,processed/A71EV2A-x4840a.bin,c5ea5065841d4ad2e72adc644cf427386f91c42dbf71064b0aa3ace4013bae6d,21,252,252,3024,21,420
A71EV2A-x4843a,processed/A71EV2A-x4843a.bin,773bcc2c163c433d6fb86363b16b8791083187dd8ed91bc2406d163c78dbaf22,25,300,300,3600,25,600
A71EV2A-x4845a,processed/A71EV2A-x4845a.bin,85063b4e3bf79dd69ea0e51685113a9493bd2a4ea4ad2b31e57214e195261818,23,275,275,3294,23,506
A71EV2A-x4851a,processed/A71EV2A-x4851a.bin,16a88e2354fd0d1f3ca26cfaf2b40bf5f7931a65247a5a47ed073dbef284a8d9,21,252,252,3024,21,420
A71EV2A-x4856a,processed/A71EV2A-x4856a.bin,c395721f9078f879e1c853b211f497aabb856262bc28c51bfc50ce9dfca2eb2c,20,240,240,2880,20,380
A71EV2A-x4873a,processed/A71EV2A-x4873a.bin,41b1f1766c549a03161e9556d68831a290a568bf90791bc5fa7cf46a8aa0d6b6,21,251,251,3006,21,420
A71EV2A-x4873b,processed/A71EV2A-x4873b.bin,a22266aa89cf41d5dc5a653b14e3783b329856a32a0a69a10c9e73c16d1a2d15,21,251,251,3005,21,420
A71EV2A-x4883a,processed/A71EV2A-x4883a.bin,036455b5d2f7a74b514d29bdeeef7a4abaff19019eef79dddf118dfdff331dd0,20,240,240,2880,20,380
A71EV2A-x4883b,processed/A71EV2A-x4883b.bin,1dc4c0459af90203b808fe845de9a1f9e97806c637c3be304d283db70c824048,20,240,240,2880,20,380
A71EV2A-x4885a,processed/A71EV2A-x4885a.bin,3206699f804167e4731471e0a39af101a998390605d828aed566f950c4f8a9ce,21,252,252,3024,21,420
A71EV2A-x4885b,processed/A71EV2A-x4885b.bin,5bb6e2baba06957bfc0f2cdf6c7bfdf85cfd964e3f6f71fcb662b10974269ca6,21,252,252,3024,21,420
A71EV2A-x4894a,processed/A71EV2A-x4894a.bin,9f14bbbb2804833e90fc0886fc2909a5f1cd2586b04e9ac427402e49680b3386,21,252,252,3024,21,420
A71EV2A-x4895a,processed/A71EV2A-x4895a.bin,4e43daa583e1e218bde29b678ce78634585604f454336fc8733f879ec87fcedf,21,252,252,3024,21,420
A71EV2A-x4895b,processed/A71EV2A-x4895b.bin,95c863e086d4b521f11a92c8e5a94101da8453ca4e2d4e7a69d15979ae388314,21,252,252,3024,21,420
A71EV2A-x4899a,processed/A71EV2A-x4899a.bin,a92dcbf5ae2ad9389ae35e66ae5e00abb98bf0b33f813528d7ad58f685567463,21,252,252,3024,21,420
A71EV2A-x4899b,processed/A71EV2A-x4899b.bin,520f42614f747ca77c726e11681626256a15c0803bf961b21f44007cb273a8c2,21,252,252,3024,21,420
A71EV2A-x4903a,processed/A71EV2A-x4903a.bin,fbe09687e2029bf56443ade6bb7283f8c0d28c6250a9047d37206cc7905a0b6f,21,252,252,3024,21,420
A71EV2A-x4903b,processed/A71EV2A-x4903b.bin,b13f3641043e55eb3bad889020dc8da41bc126f9bbe67704735fe9a04c1b3ad4,21,252,252,3024,21,420
A71EV2A-x4914a,processed/A71EV2A-x4914a.bin,fc6f47938f97a79bd3c52cad46e1a4911d8e5b66eff7dbcf0a43f4d7dcd90475,20,240,240,2880,20,380
A71EV2A-x4918a,processed/A71EV2A-x4918a.bin,94869f1b1ab626bfea6a68ad31f09fe11aedfd050f6e2178942f1ce0eb683cda,20,240,240,2880,20,380
A71EV2A-x4922a,processed/A71EV2A-x4922a.bin,13f5125789c2831296bdbcc0c166ed4a32d944dd6bace60791f17d2218aebbd0,18,216,216,2592,18,306
A71EV2A-x4924a,processed/A71EV2A-x4924a.bin,ac5292efd8a320ee662ccb97014e058e5918d5c57ff217bcce969c532c297190,18,216,216,2592,18,306
A71EV2A-x4963a,processed/A71EV2A-x4963a.bin,d959d45b029fb8236e1c4ebf08f32009297b6da31492a5df3a2ab1a3a212f4da,23,276,276,3312,23,506
A71EV2A-x4963b,processed/A71EV2A-x4963b.bin,4332fe6e03fb971e4c449f8a9c00e8382f428889eb57c93fac21300f9c80008a,23,276,276,3312,23,506
A71EV2A-x4974a,processed/A71EV2A-x4974a.bin,1e9465255d33a4148e67b6fad1446dedc5c239b0ac107d3cfeb63044ece258ec,21,252,252,3024,21,420
A71EV2A-x4977a,processed/A71EV2A-x4977a.bin,a3b9926ceb3c9ff67c92207ecf0ba4849c27c6d6ecec4b603bfa56f5a178320a,24,288,288,3456,24,552
A71EV2A-x4977b,processed/A71EV2A-x4977b.bin,0dd949db7b435916184edcbb31e792286b16838d15f2d12fba4092e35709864f,24,288,288,3456,24,552
A71EV2A-x4979a,processed/A71EV2A-x4979a.bin,13135799a965224ace061a5988aa11edffcc1e881f381140604ca5a2513b2e84,19,228,228,2736,19,342
A71EV2A-x4979b,processed/A71EV2A-x4979b.bin,d40a4fa52bf36c18912e19a87f40b2eebfc88d0fa3ff963de5108bd227648943,19,228,228,2736,19,342
A71EV2A-x4986a,processed/A71EV2A-x4986a.bin,f3ca81382c5ae7a3f8d5e2931fb18a66a9c75788bc87fcb6360b2b14ea1210d4,26,312,312,3744,26,650
A71EV2A-x4935a,processed/A71EV2A-x4935a.bin,de79b6256ee112da873ad90c7ef1a0961a21abc04fecb435a1b9e2d5577b4c3c,19,228,228,2736,19,342
A71EV2A-x4940a,processed/A71EV2A-x4940a.bin,e5d0fcd48b266d448ddc15ac2fb9bc394a26cbf05ce54f15efdd92f336863235,21,252,252,3024,21,420
A71EV2A-x4943a,processed/A71EV2A-x4943a.bin,1ca20d1f2ab2f82ba0e572dea1755af5682b61df4fc9b9acf200e6434ebac8b2,21,252,252,3024,21,420
A71EV2A-x4943b,processed/A71EV2A-x4943b.bin,ef80f1f59e51b47e78789eb9e4a68c3e75930f9f1a6c8a040d170ae347e823fc,21,252,252,3024,21,420
A71EV2A-x4954a,processed/A71EV2A-x4954a.bin,3ffdb7bfe2a4ecfeec8d0bf0ed7e21f56de62405d551838b2cfa3f26352c6834,18,216,216,2592,18,306
A71EV2A-x4992a,processed/A71EV2A-x4992a.bin,487338848bbece73d2d5c7789c8d81201fe2a0fb674d61ae8c7b952c53a9fd43,19,228,228,2736,19,342
A71EV2A-x4994a,processed/A71EV2A-x4994a.bin,9766c2cc7f1dc057e61f18e3064793dd0f476af33f874b1dfcf212bbbbb8aac7,20,240,240,2880,20,380
A71EV2A-x5015a,processed/A71EV2A-x5015a.bin,620d5e7578553dc35e31ddf4f1829ca67b95c82fb175cc752b264467beb98c89,20,240,240,2880,20,380
A71EV2A-x5015b,processed/A71EV2A-x5015b.bin,756fa8d627ef8c17fa6af2f392ddc2bb5a19115c4347e638b53130dcfdeb918a,20,238,238,2842,20,380
A71EV2A-x5022a,processed/A71EV2A-x5022a.bin,ff80e85dac62c22ebad00f9b7d09ff0ef7991e3ccfe6f06bbb1908b7ab8f5e94,24,288,288,3456,24,552
A71EV2A-x5022b,processed/A71EV2A-x5022b.bin,f0ee20df6798f20394313fb00b815ec4e0150a4a800029eefdc1944f4ad51f23,24,288,288,3456,24,552
A71EV2A-x5036a,processed/A71EV2A-x5036a.bin,c938f842e884e3037dd492e06400b69475e95e652d202e57793e5c9e4b639748,19,228,228,2736,19,342
A71EV2A-x5036b,processed/A71EV2A-x5036b.bin,a183bd4fbc706b63ea1f85411fe6b8b13df7cc2bb94307a3bb89d831afd39bb1,19,228,228,2736,19,342
A71EV2A-x5039a,processed/A71EV2A-x5039a.bin,b9e06b20cf01b76668d8a8bb9976d1818e1aab485deca3231a9cc7c93b686621,20,240,240,2880,20,380
A71EV2A-x5039b,processed/A71EV2A-x5039b.bin,a6958f308604f71665c6931a11735e2d9f79dbeea76bd19f85a0f6c6b4048db2,20,240,240,2880,20,380
A71EV2A-x5052a,processed/A71EV2A-x5052a.bin,e71c64af1526c312c96e0a9ed44326e63c3cc2945fe37ee897918a696d0f8248,20,240,240,2880,20,380
A71EV2A-x5079a,processed/A71EV2A-x5079a.bin,00b5871e23125cf1fd41c08d33b58725c8a1aeb1e9dd43922e22630114f11439,19,228,228,2736,19,342
A71EV2A-x5079b,processed/A71EV2A-x5079b.bin,53849962c83a376c191e470511468d0b9c120bee8e042bcf66eebd66af24d6a2,19,228,228,2736,19,342
A71EV2A-x5081a,processed/A71EV2A-x5081a.bin,66cd2e0f380521afe25295a4c01e124a879338df4b496b27b15e996e574530ba,19,228,228,2736,19,342
A71EV2A-x5081b,processed/A71EV2A-x5081b.bin,edbbaf5ab9bb3b76cfc4329dea0df23d1931975c94fcd4adb5895911610d2073,19,228,228,2736,19,342
A71EV2A-x5082a,processed/A71EV2A-x5082a.bin,c10f7fcc5e44481c7dd0b2285b159abdf108b86fc2f3864a26621f1ea1df4f89,20,240,240,2880,20,380
A71EV2A-x5082b,processed/A71EV2A-x5082b.bin,6d0d2772bd74756bc3ae6f8a2bca3d9ed114078591ca369cc5d2f641691c21b7,20,240,240,2880,20,380
A71EV2A-x5090a,processed/A71EV2A-x5090a.bin,1f0d01d11821cf82a98cc682c0303b75c33cf02d297bb94ebbcbc7e286120475,19,228,228,2736,19,342
A71EV2A-x5106a,processed/A71EV2A-x5106a.bin,88e52e785c715380aef2998d9ca9603fbcc6801776eee92f68298d7db4d908a4,22,264,264,3168,22,462
A71EV2A-x5150a,processed/A71EV2A-x5150a.bin,f10e100566e67078a4955b27a981a07a4492ffe953c403edbbc89e37a232a6ee,19,228,228,2736,19,342
A71EV2A-x5151a,processed/A71EV2A-x5151a.bin,e184659111de2a2c7aea8798f7e7a7da0a6190c09446955920a35b7788f909e8,21,252,252,3024,21,420
A71EV2A-x5171a,processed/A71EV2A-x5171a.bin,7528bb955c991039b7b60e275079f1e817566b923cf186c885d9609961aca767,23,276,276,3312,23,506
A71EV2A-x5171b,processed/A71EV2A-x5171b.bin,47d2ca1d8752a3523655f2a4b7fc7621659407ef658cf1b11ae410326735e8c0,23,276,276,3312,23,506
A71EV2A-x5177a,processed/A71EV2A-x5177a.bin,3cd0ae469f1e17d6c18836fc9791487c5c45d2e64492a64eeaee6231b2d18c69,21,252,252,3024,21,420
A71EV2A-x5182a,processed/A71EV2A-x5182a.bin,e236d7c4d3a0c928be1c838f3b24fd009a4e0ef0942170b8dc29913bceae250c,21,252,252,3024,21,420
A71EV2A-x5200a,processed/A71EV2A-x5200a.bin,3768bb8160827883a85ec3c94b0dfe9debb22328da960e68a5036148837beff6,21,252,252,3024,21,420
A71EV2A-x5203a,processed/A71EV2A-x5203a.bin,5229f3df60edbf4e6835fa7e1b234d02f48ed857646b76e7eec21653f4c05c34,22,264,264,3168,22,462
A71EV2A-x5203b,processed/A71EV2A-x5203b.bin,5ff2950e75559585890ef424b489c33a853d2088b70e7dcb3ac048e2ab9bd272,22,264,264,3168,22,462
